tag,output_file_barcodes,demuxed_count,rvs,fwd,lineage,barcodes_count,rvs:not_exact_match,rvs_failed:context_not_present_in_reference_sequence,rvs_failed:barcode_not_in_fasta,rvs_failed:low_confidence_barcode_identification,fwd:not_exact_match,fwd_failed:context_not_present_in_reference_sequence,fwd_failed:barcode_not_in_fasta,fwd_failed:low_confidence_barcode_identification,lineage:not_exact_match,lineage_failed:context_not_present_in_reference_sequence,lineage_failed:barcode_not_in_fasta,lineage_failed:low_confidence_barcode_identification
TrpB-IE5-P1-P19,fail-bc4,841,fail,bc4,bc48,1,0,1,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,fail-bc4,841,fail,bc4,bc60,1,0,1,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P1-P19,fail-bc4,841,fail,bc4,bc69,1,0,1,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P1-P19,fail-bc4,841,fail,bc4,bc96,1,0,1,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,fail-bc4,841,fail,bc4,bc98,1,0,1,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,fail,83,9,0,0,0,4,0,0,0,0,24,27,32
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc1,41,4,0,0,0,2,0,0,0,4,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc2,13,4,0,0,0,1,0,0,0,2,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc3,6,1,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc4,4,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc7,2,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc10,1,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc11,1,0,0,0,0,1,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc14,1,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc22,1,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc6,1,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc3-bc4,155,bc3,bc4,bc8,1,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P1-P19,bc4-bc4,1,bc4,bc4,bc1,1,1,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc1,28222,92,0,0,0,108,0,0,0,761,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc2,13160,33,0,0,0,55,0,0,0,575,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,fail,12835,58,0,0,0,61,0,0,0,0,9640,766,2429
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc3,4252,13,0,0,0,18,0,0,0,292,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc7,3884,10,0,0,0,10,0,0,0,228,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc4,3827,11,0,0,0,6,0,0,0,245,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc6,3288,10,0,0,0,16,0,0,0,68,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc5,2494,7,0,0,0,9,0,0,0,49,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc9,2441,8,0,0,0,8,0,0,0,318,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc8,1919,3,0,0,0,5,0,0,0,109,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc87,1876,4,0,0,0,4,0,0,0,1858,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc73,1841,8,0,0,0,9,0,0,0,1827,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc69,1749,9,0,0,0,3,0,0,0,1741,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc11,1493,3,0,0,0,7,0,0,0,63,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc98,1455,5,0,0,0,3,0,0,0,1452,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc12,1388,1,0,0,0,5,0,0,0,282,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc75,1324,5,0,0,0,7,0,0,0,1302,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc54,1250,3,0,0,0,4,0,0,0,1220,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc15,1180,2,0,0,0,2,0,0,0,130,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc16,1031,4,0,0,0,2,0,0,0,113,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc92,940,0,0,0,0,2,0,0,0,925,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc10,763,3,0,0,0,1,0,0,0,30,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc99,725,2,0,0,0,4,0,0,0,719,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc97,695,1,0,0,0,4,0,0,0,679,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc17,602,1,0,0,0,1,0,0,0,110,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc82,578,2,0,0,0,3,0,0,0,573,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc58,517,3,0,0,0,3,0,0,0,516,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc22,489,0,0,0,0,2,0,0,0,72,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc13,484,1,0,0,0,1,0,0,0,15,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc42,469,0,0,0,0,1,0,0,0,458,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc100,389,1,0,0,0,1,0,0,0,385,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc14,386,1,0,0,0,0,0,0,0,51,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc28,349,3,0,0,0,2,0,0,0,243,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc26,316,2,0,0,0,1,0,0,0,56,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc24,299,1,0,0,0,1,0,0,0,95,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc60,281,0,0,0,0,1,0,0,0,279,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc27,261,0,0,0,0,0,0,0,0,28,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc35,235,1,0,0,0,0,0,0,0,101,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc19,227,0,0,0,0,1,0,0,0,29,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc66,226,1,0,0,0,0,0,0,0,226,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc32,216,0,0,0,0,2,0,0,0,27,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc64,214,1,0,0,0,1,0,0,0,205,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc83,194,0,0,0,0,0,0,0,0,192,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc34,188,2,0,0,0,0,0,0,0,10,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc89,186,0,0,0,0,0,0,0,0,174,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc65,176,0,0,0,0,0,0,0,0,166,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc88,173,0,0,0,0,1,0,0,0,171,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc93,138,1,0,0,0,0,0,0,0,136,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc33,127,0,0,0,0,0,0,0,0,9,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc31,105,2,0,0,0,0,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc20,101,4,0,0,0,1,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc70,99,0,0,0,0,0,0,0,0,90,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc29,96,0,0,0,0,3,0,0,0,18,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc47,96,0,0,0,0,0,0,0,0,93,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc61,96,0,0,0,0,1,0,0,0,89,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc23,93,1,0,0,0,1,0,0,0,27,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc30,86,0,0,0,0,0,0,0,0,73,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc41,78,0,0,0,0,0,0,0,0,20,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc95,67,0,0,0,0,1,0,0,0,65,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc50,64,0,0,0,0,0,0,0,0,61,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc49,61,0,0,0,0,0,0,0,0,19,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc51,60,0,0,0,0,0,0,0,0,39,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc39,55,1,0,0,0,0,0,0,0,7,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc71,45,0,0,0,0,0,0,0,0,45,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc45,44,0,0,0,0,0,0,0,0,44,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc37,43,0,0,0,0,0,0,0,0,14,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc36,36,1,0,0,0,1,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc43,34,1,0,0,0,0,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc55,34,0,0,0,0,1,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc48,31,0,0,0,0,0,0,0,0,25,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc79,30,0,0,0,0,0,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc68,29,1,0,0,0,0,0,0,0,8,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc25,26,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc44,25,0,0,0,0,0,0,0,0,13,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc62,22,0,0,0,0,0,0,0,0,8,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc86,21,0,0,0,0,1,0,0,0,12,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc78,20,0,0,0,0,2,0,0,0,15,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc74,19,0,0,0,0,0,0,0,0,13,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc94,19,0,0,0,0,1,0,0,0,14,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc38,18,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc80,18,0,0,0,0,1,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc21,17,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc56,15,0,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc72,14,0,0,0,0,1,0,0,0,10,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc76,10,0,0,0,0,0,0,0,0,10,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc91,10,0,0,0,0,0,0,0,0,8,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc46,9,0,0,0,0,0,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc53,9,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc59,8,0,0,0,0,0,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc67,8,1,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc57,7,0,0,0,0,0,0,0,0,7,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc52,5,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc77,4,0,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc18,1,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc63,1,0,0,0,0,0,0,0,0,0,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc81,1,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P26,103543,bc1,bc1,bc90,1,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc1,16189,37,0,0,0,36,0,0,0,329,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc2,9756,32,0,0,0,34,0,0,0,583,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,fail,8027,44,0,0,0,35,0,0,0,0,6493,589,945
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc4,4232,6,0,0,0,8,0,0,0,265,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc3,3832,12,0,0,0,7,0,0,0,402,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc8,2669,4,0,0,0,7,0,0,0,120,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc73,2556,4,0,0,0,6,0,0,0,2550,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc10,2334,4,0,0,0,3,0,0,0,73,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc5,2289,6,0,0,0,1,0,0,0,62,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc7,2276,8,0,0,0,6,0,0,0,152,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc54,1817,3,0,0,0,5,0,0,0,1809,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc9,1799,2,0,0,0,4,0,0,0,192,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc6,1571,3,0,0,0,1,0,0,0,29,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc13,1338,0,0,0,0,3,0,0,0,14,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc69,1246,1,0,0,0,1,0,0,0,1231,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc11,1163,2,0,0,0,4,0,0,0,65,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc58,1107,3,0,0,0,2,0,0,0,1106,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc12,1106,1,0,0,0,4,0,0,0,144,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc97,1033,1,0,0,0,3,0,0,0,1032,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc100,881,3,0,0,0,4,0,0,0,876,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc15,837,0,0,0,0,0,0,0,0,250,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc42,829,1,0,0,0,2,0,0,0,823,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc66,826,0,0,0,0,2,0,0,0,815,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc98,813,1,0,0,0,3,0,0,0,813,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc14,769,3,0,0,0,1,0,0,0,381,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc75,725,1,0,0,0,1,0,0,0,720,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc16,637,3,0,0,0,0,0,0,0,90,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc82,629,4,0,0,0,2,0,0,0,625,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc19,554,1,0,0,0,1,0,0,0,39,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc21,453,2,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc17,390,3,0,0,0,0,0,0,0,59,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc83,382,2,0,0,0,0,0,0,0,375,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc28,335,1,0,0,0,2,0,0,0,133,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc20,304,2,0,0,0,1,0,0,0,12,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc18,293,0,0,0,0,1,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc92,269,0,0,0,0,0,0,0,0,267,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc88,248,1,0,0,0,0,0,0,0,241,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc99,241,0,0,0,0,1,0,0,0,239,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc45,235,0,0,0,0,0,0,0,0,221,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc26,227,0,0,0,0,1,0,0,0,90,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc24,226,0,0,0,0,0,0,0,0,101,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc30,198,1,0,0,0,1,0,0,0,124,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc95,174,0,0,0,0,1,0,0,0,173,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc87,160,4,0,0,0,1,0,0,0,159,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc27,155,0,0,0,0,0,0,0,0,20,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc22,142,0,0,0,0,1,0,0,0,27,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc65,131,1,0,0,0,0,0,0,0,122,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc93,126,0,0,0,0,0,0,0,0,111,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc23,120,0,0,0,0,0,0,0,0,91,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc29,98,1,0,0,0,0,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc60,97,0,0,0,0,0,0,0,0,88,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc31,90,3,0,0,0,0,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc33,90,1,0,0,0,0,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc37,75,0,0,0,0,0,0,0,0,23,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc35,72,1,0,0,0,0,0,0,0,58,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc25,71,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc38,67,0,0,0,0,0,0,0,0,8,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc47,66,1,0,0,0,0,0,0,0,50,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc61,65,0,0,0,0,0,0,0,0,61,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc89,59,0,0,0,0,0,0,0,0,58,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc70,57,0,0,0,0,0,0,0,0,45,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc46,46,0,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc71,44,0,0,0,0,0,0,0,0,40,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc51,43,0,0,0,0,1,0,0,0,31,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc48,40,1,0,0,0,0,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc64,39,0,0,0,0,0,0,0,0,27,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc77,36,0,0,0,0,0,0,0,0,11,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc76,34,0,0,0,0,0,0,0,0,7,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc52,26,1,0,0,0,0,0,0,0,20,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc32,25,0,0,0,0,0,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc43,25,1,0,0,0,0,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc67,24,0,0,0,0,0,0,0,0,18,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc81,24,0,0,0,0,0,0,0,0,11,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc56,22,0,0,0,0,0,0,0,0,6,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc74,22,0,0,0,0,0,0,0,0,14,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc50,21,0,0,0,0,0,0,0,0,18,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc62,20,0,0,0,0,0,0,0,0,14,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc34,19,0,0,0,0,0,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc59,18,0,0,0,0,0,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc86,17,0,0,0,0,0,0,0,0,12,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc49,16,0,0,0,0,0,0,0,0,7,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc90,15,0,0,0,0,0,0,0,0,8,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc36,14,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc39,13,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc80,13,1,0,0,0,1,0,0,0,9,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc78,12,0,0,0,0,0,0,0,0,8,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc40,11,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc68,11,0,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc72,11,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc41,10,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc44,9,0,0,0,0,0,0,0,0,3,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc53,7,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc57,7,0,0,0,0,0,0,0,0,7,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc91,7,0,0,0,0,0,0,0,0,4,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc94,7,0,0,0,0,0,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc63,5,0,0,0,0,0,0,0,0,5,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc55,4,0,0,0,0,0,0,0,0,1,0,0,0
TrpB-IE5-P26-P50,P31,80275,bc2,bc1,bc79,2,0,0,0,0,0,0,0,0,2,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc1,9892,23,0,0,0,15,0,0,0,248,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,fail,9371,35,0,0,0,31,0,0,0,0,8463,556,352
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc2,6980,28,0,0,0,13,0,0,0,278,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc3,3393,7,0,0,0,7,0,0,0,347,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc4,2361,7,0,0,0,6,0,0,0,207,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc5,2264,2,0,0,0,4,0,0,0,77,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc6,2239,5,0,0,0,4,0,0,0,47,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc66,1161,3,0,0,0,2,0,0,0,1144,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc73,1155,0,0,0,0,1,0,0,0,1153,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc7,1111,2,0,0,0,3,0,0,0,89,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc12,1051,3,0,0,0,4,0,0,0,144,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc13,1031,2,0,0,0,1,0,0,0,12,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc8,1020,2,0,0,0,2,0,0,0,82,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc9,958,2,0,0,0,2,0,0,0,115,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc10,936,2,0,0,0,1,0,0,0,51,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc98,935,1,0,0,0,2,0,0,0,930,0,0,0
TrpB-IE5-P26-P50,P38,57904,bc3,bc1,bc58,925,1,0,0,0,2,0,0,0,922,0,0,0
